Name:				16_Manual_n50_m200_bt100_1_427
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		26.13
Calculation_Time:		0.55
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		4
No_of_Items:			19
Customer_Sequence:		25 34 29 15 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
15	52	52	0	0	0	0	117	60	60	4.52	0		0.003200
15	48	19	0	0	60	0	116	60	60	21.90	0		0.015700
15	49	31	0	0	120	0	55	52	28	3.09	0		0.005400
15	50	40	0	0	120	28	44	38	39	1.84	0		0.005500
15	51	40	0	0	120	67	44	38	39	1.84	0		0.005500
15	53	82	0	0	120	106	32	44	26	1.06	0		0.003800
29	114	88	0	0	0	60	75	60	60	19.80	0		0.022000
29	113	44	0	55	120	0	43	43	32	4.48	0		0.012100
29	115	89	0	0	60	60	109	60	60	12.12	1		0.001900
34	135	28	0	116	60	0	111	60	60	12.52	0		0.009400
34	136	45	0	0	0	120	68	60	60	12.13	0		0.014900
34	134	18	1	44	120	32	20	52	31	2.86	0		0.013800
34	133	10	1	44	120	63	20	36	40	4.36	0		0.030200
34	137	61	0	0	60	120	75	60	60	17.66	1		0.003900
25	97	20	0	109	60	60	96	60	60	11.45	0		0.009900
25	98	39	0	109	60	120	90	60	60	21.24	0		0.019700
25	100	88	0	117	0	0	75	60	60	19.80	0		0.022000
25	99	50	1	75	0	60	48	31	44	2.39	0		0.008000
25	101	95	0	192	0	0	115	60	60	3.71	1		0.000500


