Name:				109_Manual_n200_m300_bt100_4_96
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		56.98
Calculation_Time:		0.36
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		11
No_of_Items:			18
Customer_Sequence:		7 5 20 14 18 4 9 8 15 6 11 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
11	14	59	0	0	0	0	117	60	60	7.97	0		0.005700
11	15	87	0	0	60	0	24	60	53	3.06	0		0.010600
6	7	3	0	0	0	60	102	60	60	14.05	0		0.011500
15	22	6	0	0	0	120	116	60	60	3.22	0		0.002300
8	11	73	0	24	60	0	98	60	60	2.63	0		0.002200
8	9	39	0	24	60	60	79	60	60	17.45	0		0.018400
8	10	51	0	0	120	0	28	31	59	2.04	0		0.011700
9	12	4	0	24	60	120	56	39	35	4.71	0		0.010800
4	5	73	0	117	0	0	98	60	60	2.63	0		0.002200
4	4	12	1	0	151	0	23	42	54	1.39	0		0.007200
18	26	75	0	116	0	60	94	60	60	17.92	0		0.015900
18	25	7	0	0	151	54	42	23	22	1.49	0		0.007700
14	20	57	0	116	0	120	72	60	60	6.78	0		0.007800
14	21	91	1	28	120	0	25	45	47	1.82	0		0.008100
20	29	52	0	122	60	0	94	60	60	8.06	0		0.007100
20	30	89	0	73	120	0	33	53	48	2.51	0		0.007200
5	6	30	0	103	60	60	97	60	60	18.18	0		0.015600
7	8	29	0	80	60	120	110	60	60	12.89	0		0.009800


