Name:				104_Manual_n200_m300_bt10_4_100
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		88.89
Calculation_Time:		0.57
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		13
No_of_Items:			17
Customer_Sequence:		20 12 15 5 7 14 13 9 3 18 22 10 4 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
4	4	1	0	0	0	0	60	43	60	1.06	0		0.002000
4	5	2	0	0	43	0	20	36	46	1.80	0		0.012500
10	15	6	0	0	79	0	120	60	60	6.84	1		0.001000
22	27	6	0	0	79	60	120	60	60	6.84	1		0.001000
18	23	5	0	60	0	0	105	60	60	14.27	0		0.011300
3	3	4	1	0	139	0	31	58	36	2.14	0		0.006000
9	13	5	0	60	0	60	105	60	60	14.27	0		0.011300
9	14	7	0	60	0	120	62	60	60	15.18	0		0.020400
13	18	5	0	120	79	0	105	60	60	14.27	0		0.011300
14	19	9	0	120	79	60	99	60	60	16.53	0		0.013900
7	11	7	0	120	79	120	62	60	60	15.18	0		0.020400
7	10	4	1	0	139	36	31	58	36	2.14	0		0.006000
5	7	5	0	165	0	0	105	60	60	14.27	0		0.011300
5	6	4	1	0	139	72	31	58	36	2.14	0		0.006000
15	20	1	0	165	0	60	60	43	60	1.06	0		0.002000
12	17	7	0	225	79	0	62	60	60	15.18	0		0.020400
20	25	7	0	219	79	60	62	60	60	15.18	0		0.020400


