Name:				104_Manual_n200_m300_bt10_4_33
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		81.81
Calculation_Time:		0.54
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		13
No_of_Items:			17
Customer_Sequence:		10 18 21 13 20 15 14 7 12 9 5 4 11 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
11	16	1	0	0	0	0	60	43	60	1.06	0		0.002000
4	4	1	0	0	43	0	60	43	60	1.06	0		0.002000
4	5	2	0	0	86	0	20	36	46	1.80	0		0.012500
5	7	5	1	0	0	60	105	60	60	14.27	0		0.011300
5	6	4	1	0	122	0	31	58	36	2.14	0		0.006000
9	13	5	1	0	0	120	105	60	60	14.27	0		0.011300
9	14	7	0	58	105	0	62	60	60	15.18	0		0.020400
12	17	7	0	58	105	60	62	60	60	15.18	0		0.020400
7	11	7	0	58	105	120	62	60	60	15.18	0		0.020400
7	10	4	0	60	0	0	31	58	36	2.14	0		0.006000
14	19	9	0	91	0	0	99	60	60	16.53	0		0.013900
15	20	1	0	60	60	0	60	43	60	1.06	0		0.002000
20	25	7	0	91	0	60	62	60	60	15.18	0		0.020400
13	18	5	0	120	60	0	105	60	60	14.27	0		0.011300
21	26	5	0	120	60	60	105	60	60	14.27	0		0.011300
18	23	5	0	120	60	120	105	60	60	14.27	0		0.011300
10	15	6	0	190	0	0	120	60	60	6.84	1		0.001000


