Name:				107_Manual_n200_m300_bt100_2_125
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		37.83
Calculation_Time:		0.44
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		8
No_of_Items:			14
Customer_Sequence:		23 5 9 7 16 8 4 13 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
13	20	27	0	0	0	0	112	60	60	6.33	0		0.004700
13	21	48	0	0	60	0	103	60	60	19.40	0		0.015700
13	22	54	0	0	120	0	32	43	20	1.44	0		0.005200
4	5	64	0	0	0	60	111	60	60	2.83	0		0.002100
8	12	35	0	0	60	60	99	60	60	13.12	0		0.011000
8	13	53	0	0	120	20	38	36	25	1.49	0		0.005400
16	26	73	0	0	0	120	85	60	60	13.96	0		0.013700
7	11	59	0	0	60	120	116	60	60	16.41	0		0.011800
9	14	3	0	112	0	0	88	60	60	7.61	0		0.007200
9	15	4	0	111	0	60	87	60	60	12.65	0		0.012100
5	7	64	0	85	0	120	111	60	60	2.83	0		0.002100
5	8	75	0	200	0	0	88	60	60	17.94	0		0.017000
5	6	2	0	38	120	0	59	49	39	1.92	0		0.003300
23	40	62	0	116	60	0	108	60	60	18.73	0		0.014500


