Name:				113_Manual_n200_m400_bt10_3_372
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		50.48
Calculation_Time:		0.60
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		9
No_of_Items:			17
Customer_Sequence:		11 3 21 14 1 13 8 2 15 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
15	29	2	0	0	0	0	116	60	60	12.22	0		0.008800
15	30	2	0	0	60	0	116	60	60	12.22	0		0.008800
15	31	3	0	116	0	0	60	60	60	15.78	0		0.021900
2	5	7	0	0	60	60	108	60	60	2.07	0		0.001600
2	4	5	0	0	120	0	55	45	33	4.16	0		0.008400
8	15	8	0	0	120	33	33	51	32	4.16	0		0.012400
13	25	2	0	0	60	120	116	60	60	12.22	0		0.008800
13	26	5	0	55	120	0	55	45	33	4.16	0		0.008400
1	1	2	0	116	60	0	116	60	60	12.22	0		0.008800
1	2	7	0	116	60	60	108	60	60	2.07	0		0.001600
1	3	8	0	33	120	33	33	51	32	4.16	0		0.012400
14	27	5	0	66	120	33	55	45	33	4.16	0		0.008400
14	28	10	0	66	120	66	36	40	27	2.74	0		0.009500
21	45	2	0	116	60	120	116	60	60	12.22	0		0.008800
3	6	3	0	108	0	60	60	60	60	15.78	0		0.021900
11	21	2	0	176	0	0	116	60	60	12.22	0		0.008800
11	22	6	0	108	0	120	32	54	41	4.89	0		0.014200


