Name:				50_Manual_n100_m200_bt100_5_146
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		40.55
Calculation_Time:		0.47
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		5
No_of_Items:			17
Customer_Sequence:		5 29 4 36 2 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
2	7	92	0	0	0	0	106	60	60	1.98	0		0.001600
2	3	2	0	0	60	0	78	60	60	15.36	0		0.016400
2	6	77	0	0	0	60	65	60	60	20.73	0		0.026600
2	4	5	0	0	120	0	59	24	52	3.19	0		0.011300
2	5	10	1	0	144	0	24	38	24	4.14	0		0.022700
36	70	19	0	0	60	60	83	60	60	21.82	0		0.021900
36	69	8	1	0	120	52	27	48	36	2.98	0		0.011500
4	12	37	1	0	0	120	88	60	60	12.68	0		0.012000
4	11	31	0	83	60	0	86	60	60	7.65	0		0.007400
4	10	3	0	83	60	60	81	60	60	5.85	0		0.006000
29	57	20	0	83	60	120	97	60	60	12.57	0		0.010800
29	58	53	0	106	0	0	62	60	60	15.71	0		0.021100
5	17	58	0	65	0	60	115	60	60	15.62	0		0.011300
5	16	30	0	60	0	120	92	60	60	14.77	0		0.013400
5	14	19	0	168	0	0	83	60	60	21.82	0		0.021900
5	15	19	0	180	0	60	83	60	60	21.82	0		0.021900
5	13	1	0	0	147	24	29	26	60	1.32	0		0.008800


