Name:				109_Manual_n200_m300_bt100_4_10
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		61.38
Calculation_Time:		0.58
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		10
No_of_Items:			18
Customer_Sequence:		5 13 14 6 7 15 8 20 11 18 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
18	26	75	0	0	0	0	94	60	60	17.92	0		0.015900
18	25	7	0	0	60	0	42	23	22	1.49	0		0.007700
11	14	59	0	0	83	0	117	60	60	7.97	0		0.005700
11	15	87	1	0	143	0	24	60	53	3.06	0		0.010600
20	29	52	0	0	0	60	94	60	60	8.06	0		0.007100
20	30	89	1	0	0	120	33	53	48	2.51	0		0.007200
8	11	73	0	0	83	60	98	60	60	2.63	0		0.002200
8	9	39	0	0	83	120	79	60	60	17.45	0		0.018400
8	10	51	0	0	143	53	28	31	59	2.04	0		0.011700
15	22	6	0	94	0	0	116	60	60	3.22	0		0.002300
7	8	29	0	94	0	60	110	60	60	12.89	0		0.009800
6	7	3	0	79	0	120	102	60	60	14.05	0		0.011500
14	20	57	0	117	83	0	72	60	60	6.78	0		0.007800
14	21	91	1	60	143	0	25	45	47	1.82	0		0.008100
13	18	21	0	98	83	60	75	60	60	18.74	0		0.020800
13	19	90	1	60	143	47	24	52	32	2	0		0.008000
13	17	18	0	98	83	120	53	56	28	2.78	1		0.000900
5	6	30	0	189	60	0	97	60	60	18.18	0		0.015600


