Name:				571_n100_m400_bt3_46532
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		155.90
Calculation_Time:		0.10
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		3
No_of_Items:			12
Customer_Sequence:		5 6 8 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
8	31	2	0	0	0	0	17	7	12	452.42	0		18.754438
8	32	2	0	0	7	0	17	7	12	452.42	0		18.754438
8	33	2	0	0	14	0	17	7	12	452.42	0		18.754438
8	34	3	1	0	0	12	23	11	6	344.94	1		15.309040
6	23	1	0	17	0	0	27	10	12	465.59	0		5.871313
6	24	2	0	11	0	12	17	7	12	452.42	0		18.754438
6	25	3	1	0	0	18	23	11	6	344.94	1		15.309040
5	18	1	0	17	10	0	27	10	12	465.59	0		5.871313
5	19	1	0	11	7	12	27	10	12	465.59	0		5.871313
5	20	2	0	28	0	12	17	7	12	452.42	0		18.754438
5	21	2	1	44	0	0	17	7	12	452.42	0		18.754438
5	22	3	0	0	0	24	23	11	6	344.94	1		15.309040


