Name:				241_n100_m200_bt3_19121
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		338.44
Calculation_Time:		0.17
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		8
No_of_Items:			18
Customer_Sequence:		1 10 4 3 12 14 16 8 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
8	14	1	0	0	0	0	15	10	9	434.28	0		47.290278
8	15	1	0	0	10	0	15	10	9	434.28	0		47.290278
8	16	3	0	0	0	9	16	13	7	219.53	1		13.719364
16	29	2	0	0	20	0	25	5	7	367	0		26.322602
16	30	2	0	0	20	7	25	5	7	367	0		26.322602
16	31	3	0	0	0	16	16	13	7	219.53	1		13.719364
14	25	1	0	16	0	0	15	10	9	434.28	0		47.290278
14	26	2	0	0	20	14	25	5	7	367	0		26.322602
12	23	3	0	0	0	23	16	13	7	219.53	1		13.719364
3	4	1	0	16	10	0	15	10	9	434.28	0		47.290278
3	5	3	0	16	0	9	16	13	7	219.53	1		13.719364
4	6	1	0	32	0	0	15	10	9	434.28	0		47.290278
4	7	2	0	0	13	9	25	5	7	367	0		26.322602
4	8	3	0	16	0	16	16	13	7	219.53	1		13.719364
10	19	1	0	32	10	0	15	10	9	434.28	0		47.290278
10	20	2	0	0	13	16	25	5	7	367	0		26.322602
1	1	3	0	16	0	23	16	13	7	219.53	1		13.719364
1	2	3	0	32	0	9	16	13	7	219.53	1		13.719364


