Name:				241_n100_m200_bt3_19058
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		409.81
Calculation_Time:		0.23
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		8
No_of_Items:			19
Customer_Sequence:		8 5 11 4 3 14 1 9 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
9	17	2	0	0	0	0	25	5	7	367	0		26.322602
9	18	3	0	0	5	0	16	13	7	219.53	1		13.719364
1	1	3	0	0	0	7	16	13	7	219.53	1		13.719364
1	2	3	0	0	0	14	16	13	7	219.53	1		13.719364
14	25	1	0	16	5	0	15	10	9	434.28	0		47.290278
14	26	2	0	0	18	0	25	5	7	367	0		26.322602
3	4	1	0	16	5	9	15	10	9	434.28	0		47.290278
3	5	3	0	0	0	21	16	13	7	219.53	1		13.719364
4	6	1	0	16	5	18	15	10	9	434.28	0		47.290278
4	7	2	0	0	18	7	25	5	7	367	0		26.322602
4	8	3	0	31	0	0	16	13	7	219.53	1		13.719364
11	21	1	0	31	13	0	15	10	9	434.28	0		47.290278
11	22	2	0	0	18	14	25	5	7	367	0		26.322602
5	9	2	0	0	18	21	25	5	7	367	0		26.322602
5	10	2	1	47	0	0	25	5	7	367	0		26.322602
5	11	3	0	31	0	7	16	13	7	219.53	1		13.719364
8	14	1	0	31	13	9	15	10	9	434.28	0		47.290278
8	15	1	0	31	13	18	15	10	9	434.28	0		47.290278
8	16	3	0	31	0	14	16	13	7	219.53	1		13.719364


