Name:				125_n060_m200_bt3_3118
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		128.26
Calculation_Time:		1.75
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		3
No_of_Items:			11
Customer_Sequence:		4 17 16 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
16	52	3	0	0	0	0	30	11	10	480.18	0		7.269860
16	53	3	0	0	11	0	30	11	10	480.18	0		7.269860
16	54	3	0	0	0	10	30	11	10	480.18	0		7.269860
17	57	3	0	0	11	10	30	11	10	480.18	0		7.269860
16	51	2	0	30	0	0	20	12	9	276.60	1		4.236163
17	55	1	0	0	0	20	25	12	10	866.13	0		6.937475
4	14	3	0	0	12	20	30	11	10	480.18	0		7.269860
4	13	3	0	30	12	0	30	11	10	480.18	0		7.269860
17	56	2	0	30	0	9	20	12	9	276.60	1		4.236163
4	11	1	0	30	12	10	25	12	10	866.13	0		6.937475
4	12	2	0	30	0	18	20	12	9	276.60	1		4.236163


