Name:				246_n100_m200_bt10_5172
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		289.61
Calculation_Time:		4.59
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		7
No_of_Items:			18
Customer_Sequence:		15 1 10 14 7 3 9 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
9	20	8	0	0	0	0	12	11	12	518.26	0		22.440813
9	18	1	0	0	11	0	12	11	10	221.48	0		17.206595
9	19	5	0	0	11	10	12	9	9	459.29	0		65.164239
3	7	9	0	12	0	0	13	13	14	284.04	0		5.365227
3	6	8	0	0	0	12	12	11	12	518.26	0		22.440813
3	5	2	0	0	11	19	12	10	7	206.52	0		27.653091
7	14	4	0	12	13	0	24	7	9	453.65	0		31.779727
7	15	7	0	25	0	0	24	12	13	989.36	0		28.176565
1	2	6	0	25	0	13	19	12	7	767.97	0		16.038192
14	28	4	0	12	13	9	24	7	9	453.65	0		31.779727
14	29	9	0	12	0	14	13	13	14	284.04	0		5.365227
10	21	3	0	12	13	18	13	8	11	364.56	1		8.482814
1	3	7	0	36	13	0	24	12	13	989.36	0		28.176565
7	13	2	1	49	0	0	12	10	7	206.52	0		27.653091
1	1	5	0	25	0	20	12	9	9	459.29	0		65.164239
15	31	7	0	36	13	13	24	12	13	989.36	0		28.176565
15	32	8	1	49	0	7	12	11	12	518.26	0		22.440813
15	30	2	1	49	0	19	12	10	7	206.52	0		27.653091


