Name:				064_n060_m200_bt3_4055
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		215.41
Calculation_Time:		1.03
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		5
No_of_Items:			19
Customer_Sequence:		13 2 16 6 14 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
14	45	3	0	0	0	0	25	12	6	652.98	0		20.227373
14	43	2	0	0	12	0	19	13	6	479.64	0		9.579133
14	44	2	0	0	0	6	19	13	6	479.64	0		9.579133
14	42	1	0	0	13	6	21	7	6	316.83	1		2.362263
6	20	2	0	0	0	12	19	13	6	479.64	0		9.579133
6	18	1	0	0	13	12	21	7	6	316.83	1		2.362263
6	19	1	0	0	0	18	21	7	6	316.83	1		2.362263
16	50	3	0	25	0	0	25	12	6	652.98	0		20.227373
16	51	3	0	25	12	0	25	12	6	652.98	0		20.227373
16	52	3	0	21	13	6	25	12	6	652.98	0		20.227373
16	49	2	0	25	0	6	19	13	6	479.64	0		9.579133
2	6	3	0	21	13	12	25	12	6	652.98	0		20.227373
2	7	3	0	21	13	18	25	12	6	652.98	0		20.227373
2	5	2	0	25	0	12	19	13	6	479.64	0		9.579133
2	4	1	0	0	7	18	21	7	6	316.83	1		2.362263
13	40	3	0	21	0	18	25	12	6	652.98	0		20.227373
13	41	3	0	21	0	24	25	12	6	652.98	0		20.227373
13	38	1	0	0	0	24	21	7	6	316.83	1		2.362263
13	39	1	0	0	7	24	21	7	6	316.83	1		2.362263


