Name:				273_n100_m200_bt3_12213
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		207.26
Calculation_Time:		1.20
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		7
No_of_Items:			17
Customer_Sequence:		2 3 9 5 13 10 14 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
14	30	2	0	0	0	0	16	10	13	600.87	0		40.737683
10	21	2	0	0	10	0	16	10	13	600.87	0		40.737683
10	22	2	0	0	0	13	16	10	13	600.87	0		40.737683
10	20	1	0	0	20	0	20	5	11	146.21	0		13.571098
13	29	2	0	0	10	13	16	10	13	600.87	0		40.737683
13	28	1	0	0	20	11	20	5	11	146.21	0		13.571098
5	12	2	0	16	0	0	16	10	13	600.87	0		40.737683
5	10	1	0	16	10	0	20	5	11	146.21	0		13.571098
5	11	1	0	16	15	0	20	5	11	146.21	0		13.571098
9	17	2	0	16	10	11	16	10	13	600.87	0		40.737683
9	18	2	0	16	0	13	16	10	13	600.87	0		40.737683
9	19	3	0	32	0	0	21	7	8	530.83	1		10.940700
3	6	2	0	36	10	0	16	10	13	600.87	0		40.737683
3	7	3	0	32	0	8	21	7	8	530.83	1		10.940700
2	4	2	0	36	10	13	16	10	13	600.87	0		40.737683
2	3	1	0	20	20	0	20	5	11	146.21	0		13.571098
2	5	3	0	32	0	16	21	7	8	530.83	1		10.940700


