Name:				484_n100_m400_bt3_24714
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		230.82
Calculation_Time:		1.59
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		4
No_of_Items:			18
Customer_Sequence:		11 5 1 12 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
12	45	1	0	0	0	0	18	14	7	310.51	0		3.410472
12	46	1	0	0	0	7	18	14	7	310.51	0		3.410472
12	49	3	0	0	14	0	19	9	10	495.85	0		23.714948
12	47	2	0	0	14	10	20	5	10	280.29	1		3.519018
12	48	2	0	0	19	10	20	5	10	280.29	1		3.519018
1	1	1	0	0	0	14	18	14	7	310.51	0		3.410472
1	3	3	0	18	0	0	19	9	10	495.85	0		23.714948
1	4	3	0	18	0	10	19	9	10	495.85	0		23.714948
1	2	2	0	0	14	20	20	5	10	280.29	1		3.519018
5	19	1	0	0	0	21	18	14	7	310.51	0		3.410472
5	20	1	0	37	0	0	18	14	7	310.51	0		3.410472
5	21	1	0	37	0	7	18	14	7	310.51	0		3.410472
5	23	3	0	18	0	20	19	9	10	495.85	0		23.714948
5	22	2	0	0	19	20	20	5	10	280.29	1		3.519018
11	42	3	0	37	14	0	19	9	10	495.85	0		23.714948
11	43	3	0	37	14	10	19	9	10	495.85	0		23.714948
11	44	3	0	37	0	14	19	9	10	495.85	0		23.714948
11	41	2	0	37	9	14	20	5	10	280.29	1		3.519018


