Name:				212_n100_m200_bt3_9945
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		138.07
Calculation_Time:		1.00
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		6
No_of_Items:			15
Customer_Sequence:		4 12 2 11 16 10 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
10	15	1	0	0	0	0	16	14	10	808.10	0		15.809875
10	16	3	0	0	14	0	23	10	7	1366.07	0		29.674370
10	17	3	0	0	14	7	23	10	7	1366.07	0		29.674370
16	29	3	0	0	14	14	23	10	7	1366.07	0		29.674370
16	30	3	0	0	14	21	23	10	7	1366.07	0		29.674370
16	28	2	0	16	0	0	28	10	6	833.92	1		5.274671
11	18	1	0	0	0	10	16	14	10	808.10	0		15.809875
11	19	3	0	23	14	0	23	10	7	1366.07	0		29.674370
11	20	3	0	23	14	7	23	10	7	1366.07	0		29.674370
2	2	1	0	0	0	20	16	14	10	808.10	0		15.809875
2	3	3	0	23	14	14	23	10	7	1366.07	0		29.674370
12	21	1	0	44	0	0	16	14	10	808.10	0		15.809875
12	22	3	0	23	14	21	23	10	7	1366.07	0		29.674370
4	5	1	0	44	0	10	16	14	10	808.10	0		15.809875
4	6	1	0	44	0	20	16	14	10	808.10	0		15.809875


