Name:				104_Manual_n200_m300_bt10_4_508
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		66.32
Calculation_Time:		1.81
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		14
No_of_Items:			18
Customer_Sequence:		20 15 18 9 12 10 6 5 22 17 7 21 13 14 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
14	19	9	0	0	0	0	99	60	60	16.53	0		0.013900
13	18	5	0	0	60	0	105	60	60	14.27	0		0.011300
7	11	7	0	0	0	60	62	60	60	15.18	0		0.020400
21	26	5	0	0	60	60	105	60	60	14.27	0		0.011300
7	10	4	1	0	120	0	31	58	36	2.14	0		0.006000
17	22	3	0	0	0	120	55	58	35	1.56	0		0.002500
22	27	6	0	0	58	120	120	60	60	6.84	1		0.001000
6	8	1	0	58	120	0	60	43	60	1.06	0		0.002000
5	6	4	1	0	120	36	31	58	36	2.14	0		0.006000
5	7	5	0	120	0	0	105	60	60	14.27	0		0.011300
6	9	3	1	118	118	0	55	58	35	1.56	0		0.002500
10	15	6	0	120	0	60	120	60	60	6.84	1		0.001000
12	17	7	0	176	60	0	62	60	60	15.18	0		0.020400
9	14	7	0	176	60	60	62	60	60	15.18	0		0.020400
15	20	1	0	176	120	0	60	43	60	1.06	0		0.002000
20	25	7	0	176	60	120	62	60	60	15.18	0		0.020400
9	13	5	1	240	0	0	105	60	60	14.27	0		0.011300
18	23	5	1	240	0	60	105	60	60	14.27	0		0.011300


