Name:				102_n060_m200_bt100_5662
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		173.95
Calculation_Time:		0.15
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		3
No_of_Items:			11
Customer_Sequence:		17 15 12 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
15	53	50	0	0	0	0	18	11	9	1400.79	0		55.087496
12	43	31	0	0	11	0	30	12	12	689.99	0		10.173201
12	44	31	0	0	11	12	30	12	12	689.99	0		10.173201
12	41	2	0	0	11	24	14	11	6	110.57	1		2.214777
15	55	63	0	18	0	0	28	10	6	454.84	0		14.139659
12	42	24	0	30	11	0	30	13	12	1175.76	0		14.804816
17	62	90	0	18	0	6	27	6	10	473.10	1		5.355764
15	54	54	0	18	6	6	27	5	7	130.97	0		31.276968
17	60	18	0	18	6	13	33	5	8	209.63	0		10.137170
17	61	18	0	18	6	21	33	5	8	209.63	0		10.137170
17	59	15	0	30	11	12	27	8	9	484.01	0		18.860848


