Name:				274_n100_m200_bt3_12283
Problem:			3L-VRPTW
Number_of_used_Vehicles:	1
Total_Travel_Distance:		377.50
Calculation_Time:		0.15
Total_Iterations:		1
ConstraintSet:			P1

-------------------------------------------------------------------------------------------------------------------
Tour_Id:			1
No_of_Customers:		7
No_of_Items:			18
Customer_Sequence:		14 7 10 1 3 9 15 

CustId	Id	TypeId	Rotated	x	y	z	Length	Width	Height	mass	Fragility	LoadBearingStrength
15	28	1	0	0	0	0	15	12	10	852.43	0		11.724607
15	29	1	0	0	12	0	15	12	10	852.43	0		11.724607
15	30	3	0	0	0	10	19	5	13	376.31	1		5.014902
9	15	1	0	0	5	10	15	12	10	852.43	0		11.724607
9	16	3	0	0	17	10	19	5	13	376.31	1		5.014902
3	6	1	0	0	5	20	15	12	10	852.43	0		11.724607
3	7	1	0	15	5	0	15	12	10	852.43	0		11.724607
3	8	3	0	15	5	10	19	5	13	376.31	1		5.014902
1	1	2	0	19	17	0	20	8	9	824.67	0		58.758494
1	2	2	0	19	17	9	20	8	9	824.67	0		58.758494
10	17	1	0	34	0	0	15	12	10	852.43	0		11.724607
10	18	3	0	15	10	10	19	5	13	376.31	1		5.014902
10	19	3	0	34	12	0	19	5	13	376.31	1		5.014902
7	12	1	0	34	0	10	15	12	10	852.43	0		11.724607
7	13	3	0	34	12	13	19	5	13	376.31	1		5.014902
14	25	2	0	19	17	18	20	8	9	824.67	0		58.758494
14	26	2	0	34	0	20	20	8	9	824.67	0		58.758494
14	27	3	0	39	17	0	19	5	13	376.31	1		5.014902


